"ACQ_BRANCHES","ACQ_BRANCHES_HREF","ACQ_CERT","ACQ_CHARTAGENT","ACQ_CHARTER","ACQ_CLASS","ACQ_CLASS_TYPE","ACQ_CLASS_TYPE_DESC","ACQ_CLCODE","ACQ_CNTYNAME","ACQ_CNTYNUM","ACQ_FDICREGION","ACQ_FDICREGION_DESC","ACQ_INSAGENT1","ACQ_INSAGENT2","ACQ_INSTNAME","ACQ_LATITUDE","ACQ_LONGITUDE","ACQ_ORGTYPE_NUM","ACQ_ORG_EFF_DTE","ACQ_PADDR","ACQ_PADDR2","ACQ_PCITY","ACQ_PSTALP","ACQ_PSTNUM","ACQ_PZIP5","ACQ_PZIPREST","ACQ_REGAGENT","ACQ_TRUST","ACQ_UNINUM","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_INSAGENT1","FRM_LATITUDE","FRM_LONGITUDE","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSURED_COM_FLAG","INSURED_OTS_FLAG","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","OUT_CERT","OUT_CHARTAGENT","OUT_CHARTER","OUT_CLASS","OUT_CLASS_TYPE","OUT_CLASS_TYPE_DESC","OUT_CLCODE","OUT_CNTYNAME","OUT_CNTYNUM","OUT_FDICREGION","OUT_FDICREGION_DESC","OUT_INSAGENT1","OUT_INSAGENT2","OUT_INSTNAME","OUT_LATITUDE","OUT_LONGITUDE","OUT_ORGTYPE_NUM","OUT_PADDR","OUT_PADDR2","OUT_PCITY","OUT_PSTALP","OUT_PSTNUM","OUT_PZIP5","OUT_PZIPREST","OUT_REGAGENT","OUT_TRUST","OUT_UNINUM","PROCDATE","PROCYEAR","PSTALP","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","STNUM","SUR_CERT","SUR_CHANGECODE","SUR_CHANGECODE_DESC","SUR_CHARTAGENT","SUR_CHARTER","SUR_CLASS","SUR_CLASS_TYPE","SUR_CLASS_TYPE_DESC","SUR_CLCODE","SUR_CNTYNAME","SUR_CNTYNUM","SUR_FDICREGION","SUR_FDICREGION_DESC","SUR_INSAGENT1","SUR_INSAGENT2","SUR_INSTNAME","SUR_LATITUDE","SUR_LONGITUDE","SUR_MADDR","SUR_MADDR2","SUR_MCITY","SUR_MSTALP","SUR_MSTATE","SUR_MZIP5","SUR_ORGTYPE_NUM","SUR_PADDR","SUR_PADDR2","SUR_PCITY","SUR_PSTALP","SUR_PSTNUM","SUR_PZIP5","SUR_PZIPREST","SUR_REGAGENT","SUR_TRUST","TRANSNUM","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG"
"5","/api/history?filters=TRANSNUM:201608220 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","1768","STATE","0","NM","C","Commercial","21","CONTRA COSTA","13","14","SAN FRANCISCO","DIF","","Mechanics Bank","37.90586414891243","-122.05897566539397","10","2016-05-19T00:00:00","1111 CIVIC DRIVE","","WALNUT CREEK","CA","6","94596","0000","FDIC","Full","1171","0","Y","58663","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Mechanics Bank (1768) in Walnut Creek, CA. ","0","0","0","0","NM","1","C","Commercial","2016-10-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","0","CA","0","FED","201608220_223_462075_1171_462075","DIF","0","0","0","0","0","10","FI","N","58663","STATE","0","SM","C","Commercial","13","ORANGE","59","14","SAN FRANCISCO","DIF","","California Republic Bank","33.677319257149634","-117.85267802569251","10","18400 VON KARMEN AVE, STE 1100","","IRVINE","CA","6","92612","0000","FED","","462075","2016-10-04T00:00:00","2016","CA","FDIC","1","0","223","6","1768","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","CONTRA COSTA","13","14","SAN FRANCISCO","DIF","","Mechanics Bank","37.90586414891243","-122.05897566539397","P.O. Box  4047","","RICHMOND","CA","CALIFORNIA","94806","10","1111 CIVIC DRIVE","","WALNUT CREEK","CA","6","94596","0000","FDIC","Full","201608220","1","0","0","0","0","462075","0","0"
"4","/api/history?filters=TRANSNUM:201608221 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","58640","STATE","0","NM","C","Commercial","21","PRINCE GEORGE'S","33","2","NEW YORK","DIF","","Revere Bank","39.104549","-76.844759","10","2016-03-23T00:00:00","319 MAIN STREET","","LAUREL","MD","24","20707","4129","FDIC","","460985","0","Y","57942","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Revere Bank (58640) in Laurel, MD. ","0","0","0","0","NM","0","C","Commercial","2016-10-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MD","0","FDIC","201608221_223_432254_460985_432254","DIF","0","0","0","0","0","10","FI","N","57942","STATE","0","NM","C","Commercial","21","MONTGOMERY","31","2","NEW YORK","DIF","","MONUMENT BANK","38.98652420632817","-77.09723280185153","10","7700 OLD GEORGETOWN ROAD","","BETHESDA","MD","24","20814","0000","FDIC","","432254","2016-10-04T00:00:00","2016","MD","FDIC","0","0","223","24","58640","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","PRINCE GEORGE'S","33","2","NEW YORK","DIF","","Revere Bank","39.104549","-76.844759","2101 GAITHER ROAD, 6TH FLOOR","","ROCKVILLE","MD","MARYLAND","20850","10","319 MAIN STREET","","LAUREL","MD","24","20707","4129","FDIC","","201608221","1","0","0","0","0","432254","0","0"
"4","/api/history?filters=TRANSNUM:201608245 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","58115","STATE","0","SM","C","Commercial","13","GREENE","77","11","KANSAS CITY","DIF","","Oakstar Bank","37.15969200544572","-93.28089792082147","10","2014-05-01T00:00:00","1020 EAST BATTLEFIELD ROAD","","SPRINGFIELD","MO","29","65807","0000","FED","","439984","0","Y","10606","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Oakstar Bank (58115) in Springfield, MO. ","0","0","0","0","SM","1","C","Commercial","2016-10-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MO","0","FDIC","201608245_223_6796_439984_6796","DIF","0","0","0","0","0","10","FI","N","10606","STATE","0","NM","C","Commercial","21","DALLAS","59","11","KANSAS CITY","DIF","","The Bank of Urbana","37.842741","-93.165863","10","109 N. MAIN ST","","URBANA","MO","29","65767","0000","FDIC","","6796","2016-10-04T00:00:00","2016","MO","FED","1","0","223","29","58115","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","SM","C","Commercial","13","GREENE","77","11","KANSAS CITY","DIF","","Oakstar Bank","37.15969200544572","-93.28089792082147","1020 East Battlefield Road","","SPRINGFIELD","MO","MISSOURI","65807","10","1020 EAST BATTLEFIELD ROAD","","SPRINGFIELD","MO","29","65807","0000","FED","","201608245","1","0","0","0","0","6796","0","0"
"2","/api/history?filters=TRANSNUM:201608246 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","14929","STATE","0","NM","C","Commercial","21","MASON","105","9","CHICAGO","DIF","","West Shore Bank","43.954491","-86.449284","10","2016-08-13T00:00:00","201 WEST LOOMIS  STREET","","LUDINGTON","MI","26","49431","0000","FDIC","Full","9351","0","Y","24471","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of West Shore Bank (14929) in Ludington, MI. ","0","0","0","0","NM","1","C","Commercial","2016-08-13T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","0","MI","0","FED","201608246_223_17008_9351_17008","DIF","0","0","0","0","0","10","FI","N","24471","STATE","0","SM","C","Commercial","13","BENZIE","19","9","CHICAGO","DIF","","West Michigan  Bank & Trust","44.632463","-86.237847","10","501 MAIN STREET","","FRANKFORT","MI","26","49635","0000","FED","None","17008","2016-10-04T00:00:00","2016","MI","FDIC","1","0","223","26","14929","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","MASON","105","9","CHICAGO","DIF","","West Shore Bank","43.954491","-86.449284","P.O. BOX  627","","LUDINGTON","MI","MICHIGAN","49431","10","201 WEST LOOMIS  STREET","","LUDINGTON","MI","26","49431","0000","FDIC","Full","201608246","1","0","0","0","0","17008","0","0"
"1","/api/history?filters=TRANSNUM:201608314 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","1862","STATE","0","NM","C","Commercial","21","HENRY","87","11","KANSAS CITY","DIF","","Wayland State Bank","40.964359","-91.553625","10","2006-03-31T00:00:00","301 SOUTH MAIN STREET","","MOUNT PLEASANT","IA","19","52641","0000","FDIC","Full*","1240","0","Y","13992","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Wayland State Bank (1862) in Mount Pleasant, IA. ","0","0","0","0","NM","0","C","Commercial","2016-10-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","IA","0","FDIC","201608314_223_8751_1240_8751","DIF","0","0","0","0","0","10","FI","N","13992","STATE","0","NM","C","Commercial","21","HENRY","87","11","KANSAS CITY","DIF","","Peoples State Bank","41.1286","-91.437956","10","109 SOUTH LOCUST STREET","","WINFIELD","IA","19","52659","0000","FDIC","None","8751","2016-10-07T00:00:00","2016","IA","FDIC","0","0","223","19","1862","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","HENRY","87","11","KANSAS CITY","DIF","","Wayland State Bank","40.964359","-91.553625","301 SOUTH MAIN STREET","","MOUNT PLEASANT","IA","IOWA","52641","10","301 SOUTH MAIN STREET","","MOUNT PLEASANT","IA","19","52641","0000","FDIC","Full*","201608314","1","0","0","0","0","8751","0","0"
"5","/api/history?filters=TRANSNUM:201608317 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","57934","STATE","0","NM","C","Commercial","21","BROWARD","11","5","ATLANTA","DIF","","Stonegate Bank","26.23552143916413","-80.10274559773035","10","2014-04-17T00:00:00","400 NORTH FEDERAL HIGHWAY","","POMPANO BEACH","FL","12","33062","0000","FDIC","","431977","0","Y","26713","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Stonegate Bank (57934) in Pompano Beach, FL. ","0","0","0","0","NM","0","C","Commercial","2016-09-15T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","FL","0","FDIC","201608317_223_35789_431977_35789","DIF","0","0","0","0","0","10","FI","N","26713","STATE","0","NM","C","Commercial","21","BROWARD","11","5","ATLANTA","DIF","","Regent Bank","26.093553","-80.251436","10","2205 SOUTH UNIVERSITY DRIVE","","DAVIE","FL","12","33324","0000","FDIC","","35789","2016-10-07T00:00:00","2016","FL","FDIC","0","0","223","12","57934","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","BROWARD","11","5","ATLANTA","DIF","","Stonegate Bank","26.23552143916413","-80.10274559773035","P.O. BOX 10069","","POMPANO BEACH","FL","FLORIDA","33061","10","400 NORTH FEDERAL HIGHWAY","","POMPANO BEACH","FL","12","33062","0000","FDIC","","201608317","1","0","0","0","0","35789","0","0"
"1","/api/history?filters=TRANSNUM:201608321 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","4540","OCC","6635","N","C","Commercial","3","MARION","127","11","KANSAS CITY","DIF","","HNB National Bank","39.70973","-91.355684","10","2012-01-01T00:00:00","100 NORTH MAIN STREET","","HANNIBAL","MO","29","63401","0000","OCC","Full","3004","0","Y","1619","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of HNB National Bank (4540) in Hannibal, MO. ","0","0","0","0","N","1","C","Commercial","2016-08-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","0","MO","0","FED","201608321_223_1060_3004_1060","DIF","0","0","0","0","0","10","FI","N","1619","STATE","0","SM","C","Commercial","13","GENTRY","75","11","KANSAS CITY","DIF","","Farmers State Bank Stanberry","40.214099","-94.541908","10","118 W 1ST ST","P O BOX 129","STANBERRY","MO","29","64489","0000","FED","","1060","2016-10-11T00:00:00","2016","MO","OCC","1","0","223","29","4540","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","OCC","6635","N","C","Commercial","3","MARION","127","11","KANSAS CITY","DIF","","HNB National Bank","39.70973","-91.355684","P.O. BOX  1107","","HANNIBAL","MO","MISSOURI","63401","10","100 NORTH MAIN STREET","","HANNIBAL","MO","29","63401","0000","OCC","Full","201608321","1","0","0","0","0","1060","0","0"
"3","/api/history?filters=TRANSNUM:201608326 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","23030","STATE","0","NM","C","Commercial","21","FRESNO","19","14","SAN FRANCISCO","DIF","","Central Valley Community Bank","36.838486","-119.770292","10","2015-07-29T00:00:00","7100 N Financial Dr","Ste 101","FRESNO","CA","6","93720","1838","FDIC","","16124","0","Y","58438","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Central Valley Community Bank (23030) in Fresno, CA. ","0","0","0","0","NM","0","C","Commercial","2016-10-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","CA","0","FDIC","201608326_223_451733_16124_451733","DIF","0","0","0","0","0","10","FI","N","58438","STATE","0","NM","C","Commercial","21","SACRAMENTO","67","14","SAN FRANCISCO","DIF","","Sierra Vista Bank","38.66694","-121.142244","10","1710 PRAIRIE CITY ROAD","","FOLSOM","CA","6","95630","9594","FDIC","","451733","2016-10-11T00:00:00","2016","CA","FDIC","0","0","223","6","23030","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","FRESNO","19","14","SAN FRANCISCO","DIF","","Central Valley Community Bank","36.838486","-119.770292","P.O. BOX  3030","Ste 101","CLOVIS","CA","CALIFORNIA","93613","10","7100 N Financial Dr","Ste 101","FRESNO","CA","6","93720","1838","FDIC","","201608326","1","0","0","0","0","451733","0","0"
"5","/api/history?filters=TRANSNUM:201608339 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","7464","OCC","661","N","C","Commercial","3","CHESTER","29","2","NEW YORK","DIF","","DNB First, National Association","40.006341","-75.703199","10","2012-06-11T00:00:00","4 BRANDYWINE AVENUE","","DOWNINGTOWN","PA","42","19335","0000","OCC","Full","4850","0","Y","58171","221","ABSORBTION - WITHOUT ASSISTANCE","Merged and became part of DNB First, National Association (7464) in Downingtown, PA. ","0","0","0","0","N","1","C","Commercial","2016-10-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","SI","S","Savings","DIF","0","0","0","PA","0","FDIC","201608339_221_441107_4850_441107","DIF","0","0","0","0","0","10","FI","N","58171","STATE","0","SI","S","Savings","41","PHILADELPHIA","101","2","NEW YORK","DIF","","East River Bank","40.010125","-75.196923","115","4341 RIDGE AVENUE","","PHILADELPHIA","PA","42","19129","0000","FDIC","","441107","2016-10-11T00:00:00","2016","PA","OCC","1","0","221","42","7464","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","OCC","661","N","C","Commercial","3","CHESTER","29","2","NEW YORK","DIF","","DNB First, National Association","40.006341","-75.703199","4 BRANDYWINE AVENUE","","DOWNINGTOWN","PA","PENNSYLVANIA","19335","10","4 BRANDYWINE AVENUE","","DOWNINGTOWN","PA","42","19335","0000","OCC","Full","201608339","0","0","0","1","0","441107","0","0"
"2","/api/history?filters=TRANSNUM:201608351 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","11746","STATE","0","NM","C","Commercial","21","IROQUOIS","75","9","CHICAGO","DIF","","Iroquois Farmers State Bank","40.827398","-87.583151","10","2010-04-23T00:00:00","111 W LINCOLN ST","","IROQUOIS","IL","17","60945","0000","FDIC","","7511","0","Y","936","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Iroquois Farmers State Bank (11746) in Iroquois, IL. ","0","0","0","0","NM","1","C","Commercial","2016-10-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","N","C","Commercial","DIF","0","0","10","IL","17","OCC","201608351_223_608_7511_608","DIF","0","0","0","0","0","10","FI","N","936","OCC","14401","N","C","Commercial","3","IROQUOIS","75","9","CHICAGO","DIF","","Sumner National Bank of Sheldon","40.769116","-87.564018","10","198 SOUTH FOURTH STREET","","SHELDON","IL","17","60966","0000","OCC","","608","2016-10-11T00:00:00","2016","IL","FDIC","1","0","223","17","11746","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","IROQUOIS","75","9","CHICAGO","DIF","","Iroquois Farmers State Bank","40.827398","-87.583151","P.O. BOX  131","","IROQUOIS","IL","ILLINOIS","60945","10","111 W LINCOLN ST","","IROQUOIS","IL","17","60945","0000","FDIC","","201608351","1","0","0","0","0","608","0","0"
"5","/api/history?filters=TRANSNUM:201608367 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","15432","STATE","0","NM","C","Commercial","21","KINGSBURY","77","11","KANSAS CITY","DIF","","First American State Bank","44.227607","-97.309675","10","2016-05-13T00:00:00","101 MAIN ST","","OLDHAM","SD","46","57051","0000","FDIC","","9746","0","Y","17358","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of First American State Bank (15432) in Oldham, SD. ","0","0","0","0","NM","1","C","Commercial","2016-10-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","N","C","Commercial","DIF","0","0","10","IA","19","OCC","201608367_223_11367_9746_11367","DIF","0","0","0","0","0","10","FI","N","17358","OCC","14717","N","C","Commercial","3","SCOTT","163","11","KANSAS CITY","DIF","","First National Bank","41.557633","-90.568486","10","3717 NORTH BRADY STREET","","DAVENPORT","IA","19","52806","0000","OCC","None","11367","2016-10-12T00:00:00","2016","SD","FDIC","1","1","223","46","15432","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","KINGSBURY","77","11","KANSAS CITY","DIF","","First American State Bank","44.22761671494055","-97.30906897904941","P.O. BOX A","","OLDHAM","SD","SOUTH DAKOTA","57051","10","141 EAST MAIN ST","","OLDHAM","SD","46","57051","0000","FDIC","","201608367","1","0","0","0","0","11367","0","0"
"1","/api/history?filters=TRANSNUM:201608377 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","8840","STATE","0","NM","C","Commercial","21","FARIBAULT","43","11","KANSAS CITY","DIF","","Peoples State Bank of Wells","43.74203","-93.726884","10","2006-03-31T00:00:00","98 3RD STREET SE","","WELLS","MN","27","56097","0000","FDIC","","5635","0","Y","9772","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Peoples State Bank of Wells (8840) in Wells, MN. ","0","0","0","0","NM","0","C","Commercial","2016-09-09T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","MN","27","FDIC","201608377_223_6256_5635_6256","DIF","0","0","0","0","0","10","FI","N","9772","STATE","0","NM","C","Commercial","21","FARIBAULT","43","11","KANSAS CITY","DIF","","Paragon Bank","43.743232","-93.725551","10","190 SOUTH BROADWAY","","WELLS","MN","27","56097","0000","FDIC","","6256","2016-10-12T00:00:00","2016","MN","FDIC","0","0","223","27","8840","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","FARIBAULT","43","11","KANSAS CITY","DIF","","Peoples State Bank of Wells","43.74203","-93.726884","P.O. BOX 40","","WELLS","MN","MINNESOTA","56097","10","98 3RD STREET SE","","WELLS","MN","27","56097","0000","FDIC","","201608377","1","0","0","0","0","6256","0","0"
"2","/api/history?filters=TRANSNUM:201608391 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","17927","STATE","0","NM","C","Commercial","21","BUTLER","15","11","KANSAS CITY","DIF","","Vintage Bank Kansas","37.68822","-96.781357","10","2013-11-01T00:00:00","101 SOUTH MAIN STREET","","LEON","KS","20","67074","0000","FDIC","","11863","0","Y","17955","221","ABSORBTION - WITHOUT ASSISTANCE","Merged and became part of Vintage Bank Kansas (17927) in Leon, KS. ","0","0","0","0","NM","0","C","Commercial","2016-10-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","KS","20","FDIC","201608391_221_11888_11863_11888","DIF","0","0","0","0","0","10","FI","N","17955","STATE","0","NM","C","Commercial","21","MARION","115","11","KANSAS CITY","DIF","","The Peabody State Bank","38.16619","-97.106883","10","201 NORTH WALNUT STREET","","PEABODY","KS","20","66866","0000","FDIC","","11888","2016-10-13T00:00:00","2016","KS","FDIC","0","0","221","20","17927","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","BUTLER","15","11","KANSAS CITY","DIF","","Vintage Bank Kansas","37.68822","-96.781357","P.O. BOX  68","","LEON","KS","KANSAS","67074","10","101 SOUTH MAIN STREET","","LEON","KS","20","67074","0000","FDIC","","201608391","1","0","0","0","0","11888","0","0"
"3","/api/history?filters=TRANSNUM:201608392 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","34102","STATE","0","NM","C","Commercial","21","HARDY","31","5","ATLANTA","DIF","","Summit Community Bank, Inc","39.06646523438417","-78.96940521627693","10","2007-06-16T00:00:00","300 NORTH MAIN STREET","","MOOREFIELD","WV","54","26836","0000","FDIC","Limited","56243","0","Y","13011","221","ABSORBTION - WITHOUT ASSISTANCE","Merged and became part of Summit Community Bank, Inc (34102) in Moorefield, WV. ","0","0","0","0","NM","0","C","Commercial","2016-10-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","VA","51","FDIC","201608392_221_8219_56243_8219","DIF","0","0","0","0","0","10","FI","N","13011","STATE","0","NM","C","Commercial","21","HIGHLAND","91","5","ATLANTA","DIF","","First and Citizens Bank","38.416626","-79.559836","10","195  WEST MAIN STRRET","","MONTEREY","VA","51","24465","0000","FDIC","","8219","2016-10-13T00:00:00","2016","WV","FDIC","0","1","221","54","34102","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","HARDY","31","5","ATLANTA","DIF","","Summit Community Bank, Inc","39.06646523438417","-78.96940521627693","300 N Main St","","MOOREFIELD","WV","WEST VIRGINIA","26836","10","300 NORTH MAIN STREET","","MOOREFIELD","WV","54","26836","0000","FDIC","Limited","201608392","1","0","0","0","0","8219","0","0"
"18","/api/history?filters=TRANSNUM:201608400 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","11561","STATE","0","SM","C","Commercial","13","DENTON","121","13","DALLAS","DIF","","Northstar Bank","33.217599","-97.137107","10","2016-10-08T00:00:00","400 NORTH CARROLL","","DENTON","TX","48","76201","9011","FED","","7388","0","Y","23058","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Northstar Bank (11561) in Denton, TX. ","0","0","0","0","SM","0","C","Commercial","2016-10-08T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","10","CO","8","FED","201608400_223_16147_7388_16147","DIF","0","0","0","0","0","10","FI","N","23058","STATE","0","SM","C","Commercial","13","DENVER","31","13","DALLAS","DIF","","Northstar Bank of Colorado","39.632715887329425","-104.89620242090427","10","7979 EAST TUFTS AVENUE, SUITE 850","","DENVER","CO","8","80237","0000","FED","","16147","2016-10-13T00:00:00","2016","TX","FED","0","1","223","48","11561","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","SM","C","Commercial","13","DENTON","121","13","DALLAS","DIF","","Northstar Bank","33.217599","-97.137107","400 NORTH CARROLL","","DENTON","TX","TEXAS","76201","10","400 NORTH CARROLL","","DENTON","TX","48","76201","9011","FED","","201608400","1","0","0","0","0","16147","0","0"
"1","/api/history?filters=TRANSNUM:201608403 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","12501","STATE","0","NM","C","Commercial","21","LEON","289","13","DALLAS","DIF","","Citizens State Bank","31.458275","-96.070332","10","2016-07-15T00:00:00","1330 W. COMMERCE STREET","","BUFFALO","TX","48","75831","0000","FDIC","","7952","0","Y","23891","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Citizens State Bank (12501) in Buffalo, TX. ","0","0","0","0","NM","1","C","Commercial","2016-10-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","N","C","Commercial","DIF","0","0","0","TX","0","OCC","201608403_223_16690_7952_16690","DIF","0","0","0","0","0","10","FI","N","23891","OCC","0","N","C","Commercial","3","LIMESTONE","293","13","DALLAS","DIF","","First National Bank","31.521415","-96.536551","10","409 SOUTH ELLIS STREET","","GROESBECK","TX","48","76642","0000","OCC","","16690","2016-10-13T00:00:00","2016","TX","FDIC","1","0","223","48","12501","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","LEON","289","13","DALLAS","DIF","","Citizens State Bank","31.458275","-96.070332","P.O. Box  278","","BUFFALO","TX","TEXAS","75831","10","1330 W. COMMERCE STREET","","BUFFALO","TX","48","75831","0000","FDIC","","201608403","1","0","0","0","0","16690","0","0"
