"ACQ_BRANCHES","ACQ_BRANCHES_HREF","ACQ_CERT","ACQ_CHARTAGENT","ACQ_CHARTER","ACQ_CLASS","ACQ_CLASS_TYPE","ACQ_CLASS_TYPE_DESC","ACQ_CLCODE","ACQ_CNTYNAME","ACQ_CNTYNUM","ACQ_FDICREGION","ACQ_FDICREGION_DESC","ACQ_INSAGENT1","ACQ_INSAGENT2","ACQ_INSTNAME","ACQ_LATITUDE","ACQ_LONGITUDE","ACQ_ORGTYPE_NUM","ACQ_ORG_EFF_DTE","ACQ_PADDR","ACQ_PADDR2","ACQ_PCITY","ACQ_PSTALP","ACQ_PSTNUM","ACQ_PZIP5","ACQ_PZIPREST","ACQ_REGAGENT","ACQ_TRUST","ACQ_UNINUM","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_INSAGENT1","FRM_LATITUDE","FRM_LONGITUDE","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSURED_COM_FLAG","INSURED_OTS_FLAG","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","OUT_CERT","OUT_CHARTAGENT","OUT_CHARTER","OUT_CLASS","OUT_CLASS_TYPE","OUT_CLASS_TYPE_DESC","OUT_CLCODE","OUT_CNTYNAME","OUT_CNTYNUM","OUT_FDICREGION","OUT_FDICREGION_DESC","OUT_INSAGENT1","OUT_INSAGENT2","OUT_INSTNAME","OUT_LATITUDE","OUT_LONGITUDE","OUT_ORGTYPE_NUM","OUT_PADDR","OUT_PADDR2","OUT_PCITY","OUT_PSTALP","OUT_PSTNUM","OUT_PZIP5","OUT_PZIPREST","OUT_REGAGENT","OUT_TRUST","OUT_UNINUM","PROCDATE","PROCYEAR","PSTALP","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","STNUM","SUR_CERT","SUR_CHANGECODE","SUR_CHANGECODE_DESC","SUR_CHARTAGENT","SUR_CHARTER","SUR_CLASS","SUR_CLASS_TYPE","SUR_CLASS_TYPE_DESC","SUR_CLCODE","SUR_CNTYNAME","SUR_CNTYNUM","SUR_FDICREGION","SUR_FDICREGION_DESC","SUR_INSAGENT1","SUR_INSAGENT2","SUR_INSTNAME","SUR_LATITUDE","SUR_LONGITUDE","SUR_MADDR","SUR_MADDR2","SUR_MCITY","SUR_MSTALP","SUR_MSTATE","SUR_MZIP5","SUR_ORGTYPE_NUM","SUR_PADDR","SUR_PADDR2","SUR_PCITY","SUR_PSTALP","SUR_PSTNUM","SUR_PZIP5","SUR_PZIPREST","SUR_REGAGENT","SUR_TRUST","TRANSNUM","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG"
"2","/api/history?filters=TRANSNUM:201709164 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","29749","OCC","704013","SB","S","Savings","34","HIGHLAND","71","9","CHICAGO","DIF","","Southern Hills Community Bank","39.345629","-83.554176","110","2014-07-03T00:00:00","45 EAST MAIN STREET","","LEESBURG","OH","39","45135","0000","OCC","","42583","0","Y","29323","221","ABSORBTION - WITHOUT ASSISTANCE","Merged and became part of Southern Hills Community Bank (29749) in Leesburg, OH. ","0","0","0","0","SB","0","S","Savings","2017-10-21T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","SB","S","Savings","DIF","0","0","0","OH","0","OCC","201709164_221_42157_42583_42157","DIF","0","0","0","0","0","110","FI","N","29323","OCC","0","SB","S","Savings","34","BROWN","15","9","CHICAGO","DIF","","Ripley Federal Savings Bank","38.730332","-83.835823","110","1006 S SECOND ST","","RIPLEY","OH","39","45167","0000","OCC","","42157","2017-12-12T00:00:00","2017","OH","OCC","0","0","221","39","29749","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","OCC","704013","SB","S","Savings","34","HIGHLAND","71","9","CHICAGO","DIF","","Southern Hills Community Bank","39.345629","-83.554176","P O BOX 345","","LEESBURG","OH","OHIO","45135","110","45 EAST MAIN STREET","","LEESBURG","OH","39","45135","0000","OCC","","201709164","0","0","0","0","1","42157","0","0"
"17","/api/history?filters=TRANSNUM:201709211 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","23621","STATE","0","NM","C","Commercial","21","BERKSHIRE","3","2","NEW YORK","DIF","","Berkshire Bank","42.448963","-73.253732","310","2016-12-02T00:00:00","24 NORTH STREET","","PITTSFIELD","MA","25","01201","0000","FDIC","Full","16536","0","Y","17484","221","ABSORBTION - WITHOUT ASSISTANCE","Merged and became part of Berkshire Bank (23621) in Pittsfield, MA. ","0","0","0","0","NM","0","C","Commercial","2017-10-13T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","MA","25","FDIC","201709211_221_11467_16536_11467","DIF","0","0","0","0","0","310","FI","N","17484","STATE","0","NM","C","Commercial","21","WORCESTER","27","2","NEW YORK","DIF","","Commerce Bank & Trust Company","42.26454","-71.801794","10","386 MAIN STREET","","WORCESTER","MA","25","01608","0000","FDIC","None","11467","2017-12-12T00:00:00","2017","MA","FDIC","0","0","221","25","23621","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","BERKSHIRE","3","2","NEW YORK","DIF","","Berkshire Bank","42.448963","-73.253732","99 North St","","PITTSFIELD","MA","MASSACHUSETTS","01201","310","24 NORTH STREET","","PITTSFIELD","MA","25","01201","0000","FDIC","Full","201709211","1","0","0","0","0","11467","0","0"
"9","/api/history?filters=TRANSNUM:201709216 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","24045","STATE","0","NM","C","Commercial","21","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","Pacific Western Bank","34.067108370256165","-118.40653935080968","10","2017-05-12T00:00:00","9701 WILSHIRE  BOULEVARD, SUITE 101","","BEVERLY HILLS","CA","6","90212","0000","FDIC","","16761","0","Y","57904","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Pacific Western Bank (24045) in Beverly Hills, CA. ","0","0","0","0","NM","0","C","Commercial","2017-10-20T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","CA","0","FDIC","201709216_223_429970_16761_429970","DIF","0","0","0","0","0","10","FI","N","57904","STATE","0","NM","C","Commercial","21","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","California United Bank","34.048983437128555","-118.25926700750183","10","818 WEST SEVENTH STREET SUITE 220","","LOS ANGELES","CA","6","90017","0000","FDIC","","429970","2017-12-12T00:00:00","2017","CA","FDIC","0","0","223","6","24045","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","Pacific Western Bank","34.067108370256165","-118.40653935080968","9701 Wilshire Blvd","","BEVERLY HILLS","CA","CALIFORNIA","90212","10","9701 WILSHIRE  BOULEVARD, SUITE 101","","BEVERLY HILLS","CA","6","90212","0000","FDIC","","201709216","1","0","0","0","0","429970","0","0"
"6","/api/history?filters=TRANSNUM:201709217 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","58316","STATE","0","NM","C","Commercial","21","EAST BATON ROUGE","33","13","DALLAS","DIF","","Investar Bank","30.397351","-91.113327","10","2011-10-03T00:00:00","7244 PERKINS ROAD","","BATON ROUGE","LA","22","70808","0000","FDIC","","446069","0","Y","310","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Investar Bank (58316) in Baton Rouge, LA. ","0","0","0","0","NM","0","C","Commercial","2017-12-01T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","LA","22","FDIC","201709217_223_248_446069_248","DIF","0","0","0","0","0","10","FI","N","310","STATE","0","NM","C","Commercial","21","EAST FELICIANA","37","13","DALLAS","DIF","","The Highlands Bank","30.836308","-91.216479","10","ERIN AND CHURCH STREETS","","JACKSON","LA","22","70748","0000","FDIC","","248","2017-12-12T00:00:00","2017","LA","FDIC","0","0","223","22","58316","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","EAST BATON ROUGE","33","13","DALLAS","DIF","","Investar Bank","30.397351","-91.113327","10500 Coursey Blvd Fl 3","","BATON ROUGE","LA","LOUISIANA","70816","10","7244 PERKINS ROAD","","BATON ROUGE","LA","22","70808","0000","FDIC","","201709217","1","0","0","0","0","248","0","0"
"3","/api/history?filters=TRANSNUM:201709232 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","1114","STATE","0","NM","C","Commercial","21","BROADWATER","7","14","SAN FRANCISCO","DIF","","The State Bank of Townsend","46.320899","-111.515844","10","2017-06-15T00:00:00","400 BROADWAY","","TOWNSEND","MT","30","59644","0000","FDIC","","757","0","Y","18292","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of The State Bank of Townsend (1114) in Townsend, MT. ","0","0","0","0","NM","0","C","Commercial","2017-12-08T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MT","0","FDIC","201709232_223_12208_757_12208","DIF","0","0","0","0","0","10","FI","N","18292","STATE","0","NM","C","Commercial","21","TETON","99","14","SAN FRANCISCO","DIF","","Dutton State Bank","47.848215","-111.717796","10","101 MAIN STREET WEST","","DUTTON","MT","30","59433","0000","FDIC","","12208","2017-12-13T00:00:00","2017","MT","FDIC","0","0","223","30","1114","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","BROADWATER","7","14","SAN FRANCISCO","DIF","","The State Bank of Townsend","46.320899","-111.515844","400 BROADWAY","","TOWNSEND","MT","MONTANA","59644","10","400 BROADWAY","","TOWNSEND","MT","30","59644","0000","FDIC","","201709232","1","0","0","0","0","12208","0","0"
"1","/api/history?filters=TRANSNUM:201709246 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","34384","STATE","0","NM","C","Commercial","21","SIOUX","167","11","KANSAS CITY","DIF","","Premier Bank","43.20063","-96.284978","10","2006-03-31T00:00:00","1004 21ST AVENUE","","ROCK VALLEY","IA","19","51247","0000","FDIC","","57147","0","Y","1116","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Premier Bank (34384) in Rock Valley, IA. ","0","0","0","0","NM","1","C","Commercial","2017-11-17T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","10","SD","46","FED","201709246_223_759_57147_759","DIF","0","0","0","0","0","10","FI","N","1116","STATE","0","SM","C","Commercial","13","UNION","127","11","KANSAS CITY","DIF","","State Bank of Alcester","43.021446","-96.630995","10","190  IOWA ST","","ALCESTER","SD","46","57001","0000","FED","None","759","2017-12-13T00:00:00","2017","IA","FDIC","1","1","223","19","34384","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","SIOUX","167","11","KANSAS CITY","DIF","","Premier Bank","43.20063","-96.284978","1004 21ST AVENUE","","ROCK VALLEY","IA","IOWA","51247","10","1004 21ST AVENUE","","ROCK VALLEY","IA","19","51247","0000","FDIC","","201709246","1","0","0","0","0","759","0","0"
"7","/api/history?filters=TRANSNUM:201709350 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","23498","STATE","0","SI","S","Savings","41","DALLAS","113","13","DALLAS","DIF","","TBK BANK, SSB","32.92025555786394","-96.77687823689953","115","2017-10-06T00:00:00","12700 PARK CENTRAL DRIVE, SUITE 1700","","DALLAS","TX","48","75251","0000","FDIC","Full","16463","0","Y","25651","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of TBK BANK, SSB (23498) in Dallas, TX. ","0","0","0","0","SI","1","S","Savings","2017-12-09T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","CO","0","FDIC","201709350_223_17556_16463_17556","DIF","0","0","0","0","0","115","FI","N","25651","STATE","0","NM","C","Commercial","21","ADAMS","1","13","DALLAS","DIF","","Valley Bank & Trust","39.972367","-104.75575","10","4900 E. BROMLEY LANE","","BRIGHTON","CO","8","80601","0000","FDIC","None","17556","2017-12-19T00:00:00","2017","TX","FDIC","0","1","223","48","23498","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","SI","S","Savings","41","DALLAS","113","13","DALLAS","DIF","","TBK BANK, SSB","32.92025555786394","-96.77687823689953","12700 PARK CENTRAL DRIVE, SUITE 1700","","DALLAS","TX","TEXAS","75251","115","12700 PARK CENTRAL DRIVE, SUITE 1700","","DALLAS","TX","48","75251","0000","FDIC","Full","201709350","0","1","0","0","0","17556","0","0"
"4","/api/history?filters=TRANSNUM:201709367 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","35465","STATE","0","NM","C","Commercial","21","HARNETT","85","5","ATLANTA","DIF","","Select Bank & Trust Company","35.310991","-78.617124","10","2015-12-14T00:00:00","700 WEST CUMBERLAND STREET","","DUNN","NC","37","28335","0000","FDIC","","80247","0","Y","58516","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Select Bank & Trust Company (35465) in Dunn, NC. ","0","0","0","0","NM","0","C","Commercial","2017-12-18T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","NC","0","FDIC","201709367_223_455112_80247_455112","DIF","0","0","0","0","0","10","FI","N","58516","STATE","0","NM","C","Commercial","21","MECKLENBURG","119","5","ATLANTA","DIF","","Carolina Premier Bank","35.055812","-80.84357","10","13024 BALLANTYNE CORPORATE PLACE","","CHARLOTTE","NC","37","28277","0000","FDIC","","455112","2017-12-19T00:00:00","2017","NC","FDIC","0","0","223","37","35465","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","HARNETT","85","5","ATLANTA","DIF","","Select Bank & Trust Company","35.310991","-78.617124","700 WEST CUMBERLAND STREET","","DUNN","NC","NORTH CAROLINA","28334","10","700 WEST CUMBERLAND STREET","","DUNN","NC","37","28335","0000","FDIC","","201709367","1","0","0","0","0","455112","0","0"
"1","/api/history?filters=TRANSNUM:201709380 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","3973","STATE","0","NM","C","Commercial","21","BROOKINGS","11","11","KANSAS CITY","DIF","","First Bank & Trust","44.311535","-96.796475","10","2013-06-21T00:00:00","520 6TH STREET","","BROOKINGS","SD","46","57006","0000","FDIC","Full","2584","0","Y","12921","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of First Bank & Trust (3973) in Brookings, SD. ","0","0","0","0","NM","0","C","Commercial","2017-12-02T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MN","0","FDIC","201709380_223_8178_2584_8178","DIF","0","0","0","0","0","10","FI","N","12921","STATE","0","NM","C","Commercial","21","LE SUEUR","79","11","KANSAS CITY","DIF","","State Bank of New Prague","44.544679","-93.561416","10","1101 FIRST STREET SE","","NEW PRAGUE","MN","27","56071","0000","FDIC","","8178","2017-12-19T00:00:00","2017","SD","FDIC","0","1","223","46","3973","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","BROOKINGS","11","11","KANSAS CITY","DIF","","First Bank & Trust","44.311535","-96.796475","P. O. BOX 5057","","BROOKINGS","SD","SOUTH DAKOTA","57006","10","520 6TH STREET","","BROOKINGS","SD","46","57006","0000","FDIC","Full","201709380","1","0","0","0","0","8178","0","0"
"5","/api/history?filters=TRANSNUM:201709381 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","3973","STATE","0","NM","C","Commercial","21","BROOKINGS","11","11","KANSAS CITY","DIF","","First Bank & Trust","44.311535","-96.796475","10","2013-06-21T00:00:00","520 6TH STREET","","BROOKINGS","SD","46","57006","0000","FDIC","Full","2584","0","Y","10192","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of First Bank & Trust (3973) in Brookings, SD. ","0","0","0","0","NM","0","C","Commercial","2017-12-02T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","MN","27","FDIC","201709381_223_6531_2584_6531","DIF","0","0","0","0","0","10","FI","N","10192","STATE","0","NM","C","Commercial","21","ISANTI","59","11","KANSAS CITY","DIF","","Peoples Bank of Commerce","45.572608","-93.22123","10","234 FIRST AVENUE EAST","","CAMBRIDGE","MN","27","55008","0000","FDIC","","6531","2017-12-19T00:00:00","2017","SD","FDIC","0","1","223","46","3973","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","BROOKINGS","11","11","KANSAS CITY","DIF","","First Bank & Trust","44.311535","-96.796475","P. O. BOX 5057","","BROOKINGS","SD","SOUTH DAKOTA","57006","10","520 6TH STREET","","BROOKINGS","SD","46","57006","0000","FDIC","Full","201709381","1","0","0","0","0","6531","0","0"
"12","/api/history?filters=TRANSNUM:201709390 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","11866","STATE","0","SM","C","Commercial","13","MONTGOMERY","91","2","NEW YORK","DIF","","The Bryn Mawr Trust Company","40.021375","-75.318112","10","2015-12-31T00:00:00","801 LANCASTER AVENUE","","BRYN MAWR","PA","42","19010","3396","FED","Full","7581","0","Y","18962","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of The Bryn Mawr Trust Company (11866) in Bryn Mawr, PA. ","0","0","0","0","SM","1","C","Commercial","2017-12-15T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","PA","0","FDIC","201709390_223_12807_7581_12807","DIF","0","0","0","0","0","10","FI","N","18962","STATE","0","NM","C","Commercial","21","MONTGOMERY","91","2","NEW YORK","DIF","","Royal Bank America","40.009836","-75.255987","10","732 MONTGOMERY AVENUE","","NARBERTH","PA","42","19072","0000","FDIC","","12807","2017-12-19T00:00:00","2017","PA","FED","1","0","223","42","11866","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","SM","C","Commercial","13","MONTGOMERY","91","2","NEW YORK","DIF","","The Bryn Mawr Trust Company","40.021375","-75.318112","801 LANCASTER AVENUE","","BRYN MAWR","PA","PENNSYLVANIA","19010","10","801 LANCASTER AVENUE","","BRYN MAWR","PA","42","19010","3396","FED","Full","201709390","1","0","0","0","0","12807","0","0"
"1","/api/history?filters=TRANSNUM:201709391 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","28735","OCC","702253","SB","S","Savings","37","ELLIS","51","11","KANSAS CITY","DIF","","Golden Belt Bank, FSA","38.937518","-99.560193","125","2011-07-21T00:00:00","901 WASHINGTON ST","","ELLIS","KS","20","67637","0000","OCC","","41569","0","Y","29439","221","ABSORBTION - WITHOUT ASSISTANCE","Merged and became part of Golden Belt Bank, FSA (28735) in Ellis, KS. ","0","0","0","0","SB","0","S","Savings","2017-10-02T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","SB","S","Savings","DIF","0","0","125","CO","8","OCC","201709391_221_42273_41569_42273","DIF","0","0","0","0","0","125","FI","N","29439","OCC","703451","SB","S","Savings","37","MORGAN","87","13","DALLAS","DIF","","Morgan Federal Bank","40.250223","-103.80285","125","321 ENSIGN STREET","","FORT MORGAN","CO","8","80701","2313","OCC","","42273","2017-12-19T00:00:00","2017","KS","OCC","0","1","221","20","28735","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","OCC","702253","SB","S","Savings","37","ELLIS","51","11","KANSAS CITY","DIF","","Golden Belt Bank, FSA","38.93877900000001","-99.56025463442812","BOX 257","","ELLIS","KS","KANSAS","67637","125","901 WASHINGTON ST","","ELLIS","KS","20","67637","0000","OCC","","201709391","0","0","0","0","1","42273","0","0"
"7","/api/history?filters=TRANSNUM:201709399 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","5304","OCC","4975","N","C","Commercial","3","MANITOWOC","71","9","CHICAGO","DIF","","Bank First National","44.095489","-87.65783","10","2007-11-01T00:00:00","402 NORTH EIGHTH STREET","","MANITOWOC","WI","55","54220","0000","OCC","Full","3569","0","Y","15149","221","ABSORBTION - WITHOUT ASSISTANCE","Merged and became part of Bank First National (5304) in Manitowoc, WI. ","0","0","0","0","N","0","C","Commercial","2017-10-27T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","N","C","Commercial","DIF","0","0","0","WI","0","OCC","201709399_221_9519_3569_9519","DIF","0","0","0","0","0","10","FI","N","15149","OCC","0","N","C","Commercial","3","WAUPACA","135","9","CHICAGO","DIF","","First National Bank","44.357945","-89.083842","10","111 JEFFERSON STREET","","WAUPACA","WI","55","54981","0000","OCC","None","9519","2017-12-19T00:00:00","2017","WI","OCC","0","0","221","55","5304","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","OCC","4975","N","C","Commercial","3","MANITOWOC","71","9","CHICAGO","DIF","","Bank First National","44.095489","-87.65783","P.O. Box 10","","MANITOWOC","WI","WISCONSIN","54220","10","402 NORTH EIGHTH STREET","","MANITOWOC","WI","55","54220","0000","OCC","Full","201709399","1","0","0","0","0","9519","0","0"
"9","/api/history?filters=TRANSNUM:201709409 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","16450","STATE","0","NM","C","Commercial","21","CHAMPAIGN","19","9","CHICAGO","DIF","","Busey Bank","40.116383","-88.243569","10","2016-11-04T00:00:00","100 WEST UNIVERSITY AVENUE","","CHAMPAIGN","IL","17","61820","0000","FDIC","Full","10617","0","Y","58769","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of Busey Bank (16450) in Champaign, IL. ","0","0","0","0","NM","0","C","Commercial","2017-11-03T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","IL","0","FDIC","201709409_223_467493_10617_467493","DIF","0","0","0","0","0","10","FI","N","58769","STATE","0","NM","C","Commercial","21","WILL","197","9","CHICAGO","DIF","","First Community Financial Bank","41.536608384970066","-88.15180033121953","10","2801 BLACK ROAD","","JOLIET","IL","17","60435","0000","FDIC","","467493","2017-12-20T00:00:00","2017","IL","FDIC","0","0","223","17","16450","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","CHAMPAIGN","19","9","CHICAGO","DIF","","Busey Bank","40.116383","-88.243569","100 W University Ave","","CHAMPAIGN","IL","ILLINOIS","61820","10","100 WEST UNIVERSITY AVENUE","","CHAMPAIGN","IL","17","61820","0000","FDIC","Full","201709409","1","0","0","0","0","467493","0","0"
"58","/api/history?filters=TRANSNUM:201709412 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","13425","STATE","0","NM","C","Commercial","21","RICHLAND","79","5","ATLANTA","DIF","","South State Bank","33.99776034820661","-81.04449521135479","10","2017-07-01T00:00:00","520 GERVAIS STREET","","COLUMBIA","SC","45","29201","6738","FDIC","Full","8453","0","Y","58408","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of South State Bank (13425) in Columbia, SC. ","0","0","0","0","NM","0","C","Commercial","2017-11-30T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","NC","37","FDIC","201709412_223_451126_8453_451126","DIF","0","0","0","0","0","10","FI","N","58408","STATE","0","NM","C","Commercial","21","MECKLENBURG","119","5","ATLANTA","DIF","","Park Sterling Bank","35.211879","-80.842826","10","1043 E. MOREHEAD STREET, SUITE 201","","CHARLOTTE","NC","37","28204","0000","FDIC","None","451126","2017-12-20T00:00:00","2017","SC","FDIC","0","1","223","45","13425","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","RICHLAND","79","5","ATLANTA","DIF","","South State Bank","33.99776034820661","-81.04449521135479","520 GERVAIS STREET","","COLUMBIA","SC","SOUTH CAROLINA","29201","10","520 GERVAIS STREET","","COLUMBIA","SC","45","29201","6738","FDIC","Full","201709412","1","0","0","0","0","451126","0","0"
"1","/api/history?filters=TRANSNUM:201709475 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","37182","NCUA","0","CU","N/A","N/A","92","MIAMI-DADE","86","5","ATLANTA","NCUA","","SOUTH FLORIDA EDUCATIONAL FEDERAL CREDIT UNION","25.69528519398135","-80.38214048242794","140","2000-03-01T00:00:00","7800 SOUTHWEST 117TH AVENUE","","MIAMI","FL","12","33183","","NCUA","","101577","0","N","52146","223","MERGER -WITHOUT ASSISTANCE","Merged and became part of SOUTH FLORIDA EDUCATIONAL FEDERAL CREDIT UNION (37182) in Miami, FL. The successor institution was not FDIC-insured.","0","0","0","0","CU","0","N/A","N/A","2017-11-20T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","0","FL","0","NCUA","201709475_223_116541_101577_116541","NCUA","0","0","0","0","0","140","FI","N","52146","NCUA","0","CU","N/A","N/A","92","MIAMI-DADE","86","5","ATLANTA","NCUA","","SAINT JAMES AME CHURCH FEDERAL CREDIT UNION","25.834091446044017","-80.2279125313636","140","1845 NW 65TH ST","","MIAMI","FL","12","33147","7439","NCUA","","116541","2017-12-29T00:00:00","2017","FL","NCUA","0","0","223","12","37182","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","NCUA","0","CU","N/A","N/A","92","MIAMI-DADE","86","5","ATLANTA","NCUA","","SOUTH FLORIDA EDUCATIONAL FEDERAL CREDIT UNION","25.69528519398135","-80.38214048242794","7800 SOUTHWEST 117TH AVUENE","","MIAMI","FL","FLORIDA","33183","140","7800 SOUTHWEST 117TH AVENUE","","MIAMI","FL","12","33183","","NCUA","","201709475","0","0","0","0","0","116541","0","0"
